titulo_original;titulo_padronizado;id_todos_digitos;vaga_sap;cliente;tipo_contratacao;pais;estado;cidade;vaga_especifica_para_pcd;faixa_etaria;nivel_profissional;nivel_academico;nivel_ingles;nivel_espanhol;nivel;atuacao_tokenizadas;atividade_tokenizadas;competencias_tokenizadas
Consultor SAP MM Sênior - 1194;Consultor Sap Mm;1194;Sim;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;avancado;SR;sap;modelo trabalho remoto inicio imediato prazo meses idioma espanhol ingles avancado;conhecimento tecnico experiencia atendimento ams nos modulos conhecimento debug localizacao brasil desejavel conhecimento processo agronegocio
Desenvolvedor Fullstack Pl ou Sr - 847;Desenvolvedor Fullstack Ou;847;Não;Bell Group;PJ/Autônomo, CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;pos graduacao completo;basico;basico;PL;projetos;remoto ingles avancado devera ser capaz manter comunicacao com nativos idioma periodo meses com possibilidade renovacao niveis pleno senior;experiencia com desenvolvimento net angular experiencia construcao api utilizacao postman experiencia com bases dados nao relacional mongodb redis etc experiencia com linguagem sql sqlserver postgresql
Analista Financeiro Jr. - 1201;Analista Financeiro;1201;Não;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;junior;ensino superior completo;basico;basico;JR;projetos;vaga analista financeiro modelo trabalho hibrido dias presencial local vaga cidade sao paulo zona sul local vaga estado inicio imediato prazo meses;conhecimento tecnico financeiro contabil fiscal conhecimentos tecnicos desejaveis contabilidade financeiro fiscal
Analista Técnico Regulação Pleno;Analista Tecnico Regulacao;;Não;Werner PLC;CLT Full;Brasil;rio de janeiro;rio de janeiro;;De: Até:;pleno;ensino superior completo;nenhum;;PL;administrativa;reanalise negativas cancelamentos dos procedimentos exames medicacoes encaminhados para equipe medica garantindo que estejam conformidade com boa pratica assistencial com rol procedimentos cobertura obrigatoria minima agencia nacional saude suplementar com determinacoes registro bula agencia nacional vigilancia sanitaria com acordo coletivo vigente saude petrobras interface alinhamento casos com medicos assistentes solicitantes atraves contato telefonico com finalidade discutir adequar procedimentos cirurgicos solicitados respeitando seguindo normas regulatorias eticas definidas pelo conselho federal medicina conselhos regionais medicina agencia nacional vigilancia sanitaria agencia nacional saude suplementar comissao nacional incorporacao tecnologia sistema unico saude acompanhar dar subsidios tecnicos para demandas judiciais estabelecendo nexo causal buscando acoes melhoria operacional acompanhar dar subsidios tecnicos para demandas notificacao intermediacao preliminar nip estabelecendo nexo causal buscando acoes melhoria operacional reunioes recorrentes para acompanhamento fluxo resultados acompanhar processos tecnicos regulacao fluxos sla atraves das filas geradas identificar gargalos propor solucoes melhorias garantir que estejam acordo com normas tecnicas estabelecidas acompanhar responder demandas area ouvidoria demandas beneficiarios fale conosco acompanhar monitorar demandas garantia atendimento revisar procedimento operacional padrao regulacao estabelecer interface com regulacao gama para implantar melhoria operacional acao direta nas analises tecnicas todas etapas processo estabelecer interface com outras areas saude petrobras para alinhamentos gerenciamento melhorias participar reunioes projetos participar das reunioes estrategicas tecnicas administrativas desenvolver conhecimento tecnico das regras determinadas pela agencia nacional saude desenvolver relatorios excel dashboard power promover acolhimento com beneficiario operadora nos contatos diretos atraves ligacao gravada para esclarecimento negativas cancelamentos;exigivel ensino superior completo enfermagem desejavel pos graduacao auditoria especialidades conhecimento avancado auditoria tecnica procedimentos regulacao normas saude suplementar auditoria opme
Analista de Sinistro Junior;Analista De Sinistro;;Não;Werner PLC;CLT Full;Brasil;rio de janeiro;rio de janeiro;;De: Até:;junior;ensino superior completo;nenhum;;JR;comercial;descritivo mercado fundamental ampla experiencia faturamento contas medicas instrucoes gerais cbhpm necessario ensino superior administracao areas afins conhecimento pacote office principalmente excel;descritivo mercado fundamental ampla experiencia faturamento contas medicas instrucoes gerais cbhpm necessario ensino superior administracao areas afins conhecimento pacote office principalmente excel
Consultor SAP PM PL/SR;Consultor Sap Pm;;Não;Callahan-Hall;Cooperado;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;basico;basico;PLSR;sap;desenvolver interface entre modulo sistema legado anos experiencia remoto preccisa ter mquina propria;remoto desenvolver interface entre modulo sistema legado anos experiencia
Consultor SAP FI Sênior;Consultor Sap Fi;;Não;Jensen, Smith and Brennan;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;basico;nenhum;SR;sap;consultor senior experiencia implantacao com fluxxo caixa;remoto
SAP MM - 1197;Sap Mm;1197;Sim;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao jose dos campos;;De: Até:;analista;ensino superior completo;fluente;basico;;sap;vaga sap modelo trabalho hibrido dias cliente dias home office local sao jose dos campos inicio imediato prazo meses idioma ingles fluente;conhecimento tecnico analisar mapear processos negocios relacionados gestao materiais compras configurar customizar modulo sap conforme requisitos cliente desenvolver implementar solucoes negocios sap incluindo gestao estoque compras controle inventario entre outros realizar testes unitarios integrados para garantir qualidade das solucoes desenvolvidas fornecer suporte continuo resolver problemas tecnicos relacionados modulo sap colaborar com outras equipes sap para garantir integracao sinergia entre diferentes modulos documentar processos configuracoes sap maneira detalhada organizada participar reunioes com stakeholders para entendimento das necessidades apresentacao solucoes experiencia comprovada como consultor sap com participacao projetos implementacao suporte conhecimento profundo dos processos negocios gestao materiais compras habilidades configuracao customizacao modulo sap conhecimento integracao sap com outros modulos como sap sap excelente capacidade resolucao problemas habilidades analiticas boa comunicacao habilidades interpessoais para interacao com diferentes niveis organizacao certificacoes sap serao consideradas diferencial
Analista de Suporte N3;Analista De Suporte N;3;Não;Walters Group;Cooperado, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;cargo analista suporte informacoes atuara com suporte experiencia ambiente linux experiencia varejo responsavel pela fila incidentes solicitacoes operacoes gerenciamento escopos dhcp experiencia validacao monitoramento links experiencia configuracao vms hyper print server file server;hibrido por semana barra funda
SAP PP - 1196;Sap Pp;1196;Sim;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao jose dos campos;;De: Até:;analista;ensino superior completo;fluente;basico;;sap;vaga sap modelo trabalho hibrido dias cliente dias home office local sao jose dos campos inicio imediato prazo meses idioma ingles fluente;conhecimento tecnico analisar mapear processos negocios relacionados planejamento producao configurar customizar modulo sap acordo com requisitos cliente desenvolver implementar solucoes negocios sap incluindo planejamento producao controle producao gestao materiais entre outros realizar testes unitarios integrados para garantir qualidade das solucoes desenvolvidas fornecer suporte continuo resolver problemas tecnicos relacionados modulo sap colaborar com outras equipes sap para garantir integracao sinergia entre diferentes modulos documentar processos configuracoes sap maneira detalhada organizada participar reunioes com stakeholders para entendimento das necessidades apresentacao solucoes experiencia comprovada como consultor sap com participacao projetos implementacao suporte conhecimento profundo dos processos negocios planejamento producao habilidades configuracao customizacao modulo sap conhecimento integracao sap com outros modulos como sap sap excelente capacidade resolucao problemas habilidades analiticas boa comunicacao habilidades interpessoais para interacao com diferentes niveis organizacao certificacoes sap serao consideradas diferencial
GP - Product Manager;Gp Product Manager;;Não;Bowers, Oconnor and Williams;Cooperado;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;avancado;basico;;projetos;cargo product manager atribuicoes atuar toda cadeia gestao projetos produtos gerenciar times eficazes com visao criativa atuar com iniciativas para digital atuar com planejamento estrategico definicao objetivos organizacao funcional rotinas acompanhamento status projetos atuar com pocs atuar com documentacao roteiro product manager roteiro product owner onboarding novos colaboradores onboarding dos estagiarios melhores praticas liderar equipe desenvolvimento produtos trabalhar com times design atuar definicao mercado publico alvo estrategia market definir proposta valor produto influenciando ativamente sucesso empresa;importante ingles avancado disponibilidade para atuacao hibrido eldorado disponibilidade para inicio imediato
Analista de Segurança SAP GRC;Analista De Seguranca Sap Grc;;Sim;Miller Group;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;requisitos tecnicos ensino superior completo administracao areas afins ingles intermediario avancado deve ser validado previamente experiencia com sap hana experiencia utilizacao sap grc access control conhecimento solido politicas seguranca controles acesso segregacao funcoes familiaridade com regulamentacoes conformidade como sox lgpd entre outras responsabilidades definir requerimentos das areas negocio para gerenciamento identidade acesso incluindo definicao perfis funcoes politicas acesso regras segregacao funcoes sod workflows aprovacao realizar analises riscos avaliacoes seguranca para identificar vulnerabilidades propor medidas corretivas identificar oportunidades melhorias nos processos seguranca conformidade colaborar com equipes areas negocio integracao adequada sap grc access control com outros sistemas aplicativos empresariais participar projetos sap hana nas atividades controle acesso apoiar usuarios realizacao dos testes aceitacao integrais;presenciais por semana home inicio imediato prazo indeterminado titulo vaga analista seguranca sap grc
Especialista em Integração de Sistemas;Especialista Em Integracao De Sistemas;;Sim;Miller Group;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;especialista;ensino superior completo;basico;basico;;projetos;requisitos tecnicos experiencia comprovada arquitetura integracao sistemas incluindo analise requisitos design arquitetura criar modelos integracao diagramas fluxo dados diagramas sequencia diagramas arquitetura etc conhecimento nos protocolos comunicacao utilizado integracoes dados como http https soap rest jms dentre outros conhecimento profundo tecnologias integracao dados apis application programming interfaces esbs enterprise service bus soa service oriented architeture mensageria assincrona sincrona middlewares etc experiencia lidar com integracao dados incluindo transformacao dados etl extract transform load limpeza enriquecimento migracao dados entre sistemas experiencia com plataformas ipaas plataformas mercado sap cpi cloud plataform integration api manager sensedia ferramentas integracao mercado conhecimento seguranca informacao entender principios seguranca informacao ser capaz implementar medidas seguranca seguindo boas praticas recursos disponiveis nas plataformas cloud integracao dados excelentes habilidades comunicacao verbal escrita capacidade trabalhar forma independente equipe ambiente dinamico colaborativo responsabilidades participar proativamente reunioes com fornecedores das aplicacoes satelites para entender opcoes integracao com erp coletar documentar propor requisitos integracao dados incluindo formatos dados protocolos frequencia atualizacao requisitos seguranca etc avaliar capacidades limitacoes das apis servicos web outros metodos integracao oferecidos pelos fornecedores colaborar com fornecedores equipes tecnicas internas para identificar melhores praticas abordagens para integracao documentar resultados das reunioes recomendacoes para integracoes desenvolver casos uso cenarios integracao para orientar desenvolvimento das solucoes desenvolver uma request proposal rfp detalhada contendo escopo para desenvolvimento das integracoes cada sistema satelite com erp sap este documento sera utilizado para contratacao servico servira como referencia para fornecedores interessados participar processo licitacao;presenciais por semana home inicio imediato prazo indeterminado titulo vaga especialista integracao sistemas profissional devera ter experiencia projetos integracao com sap ferramentas integracao como sap btp cpi mulesoft digibee
Designer Gráfico Sênior (Product Designer);Designer Grafico Product Designer;;Não;Bowers, Oconnor and Williams;Cooperado;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;basico;basico;SR;projetos;cargo designer grafico senior product designer perfil criar conceitos produtos montar comunicacao visual marcas criando propagandas edicao montagem criacao fotos videos experiencia com identidade visual branding experiencia com ilustracao experiencia com line experiencia com design fotografia motion design edicao conhecimento tecnico illustrator photoshop indesign effects sublime text premiere dreamweaver desenho figma microsoft office html;importante atuacao remoto ter computador compativel com funcao inicio imediato
Salesforce Pleno - 1185;Salesforce;1185;Não;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;pleno;ensino superior completo;avancado;basico;PL;projetos;vaga salesforce modelo trabalho remoto inicio imediato prazo idioma ingles avancado desejavel;conhecimento tecnico apex visualforce lightning web components experiencia pelo menos anos salesforce outras ferramentas plataforma salesforce
Salesforce Sênior - 1184;Salesforce;1184;Não;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;basico;SR;projetos;vaga salesforce modelo trabalho remoto inicio imediato prazo idioma ingles avancado desejavel;conhecimento tecnico apex visualforce lightning web components experiencia pelo menos anos salesforce outras ferramentas plataforma salesforce
Consultor Funcional Oracle EBS Financeiro - FSR 4090;Consultor Funcional Oracle Ebs Financeiro Fsr;4090;Não;Bishop-Reed;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;intermediario;basico;;projetos;modelo alocacao hibrido sorocaba;informacoes habilidade perfil padrao sap oracle ebs consultor principal habilidades funcional oracle ebs financeiro qualificacoes requeridas consultor funcional senior com expertise principal mais modulos abaixo oracle ebs contas receber gestao caixa contas pagar deve ter conhecimento profundo oracle superior necessario ter pelo menos experiencias completas implementacao ciclo vida oracle finance itens abaixo seriam desejaveis experiencia basica conhecimento funcional general ledger experiencia basica conhecimento funcional contabilidade sub razao sla principais atividades responsabilidades habilidade suportar implementar solucoes problemas oracle ebs live propondo solucoes correcoes atraves oracle standard process habilidade corrigir avaliar setups propor projetar solucoes utilizando oracle unified methodology oum com experiencia comprovada com outros capacidade configurar aplicativos erp para atender aos requisitos negocios documentar configuracoes dos aplicativos experiencia configurar faturas metodos recebimento interface bancaria melhorias design modelagem propor personalizacoes assim por diante bons conhecimentos sobre ciclos experiencia arquivos cambio bancario contas pagar receber soft skill caracteristicas pessoais excelentes habilidades resolucao problemas tenacidade resolucao problemas foco apaixonado suporte cliente capacidade construir relacionamentos trabalho bem sucedidos longo prazo com clientes forte conhecimento das principais funcionalidades tabelas relacionamentos aplicativo profundo conhecimento metodologias customizacao extensao oracle ebs excelentes habilidades configuracao funcional usando conjunto ferramentas oracle ebs excelentes habilidades interpessoais apresentacao comunicacao verbal escrita atencao aos detalhes capacidade aprender rapidamente foco extremo satisfacao cliente capacidade trabalhar com calma profissionalismo situacoes alta pressao capacidade trabalhar remotamente partir escritorio domestico ambiente virtual ingles nivel intermediario nivel espanhol nao obrigatorio informacoes adicionais educacao experiencia bacharelado financas contabilidade administracao empresas sistemas informacao areas afins mais anos experiencia como consultor oracle financials com foco significativo processos invoice pay localizacoes brasil historico comprovado implementacoes configuracoes bem sucedidas oracle financials brasil
SAP BW Senior CGEMJP00258216;Sap Bw Cgemjp;258216;Sim;Morris, Moran and Dodson;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;basico;SR;sap;vaga sap senior cgemjp periodo atuacao remota idiomas mandatorio ingles avancado;descricao vaga experiencias necessarias comprovadas modelagem camada netweaver abap desenvolvimento sap hana sql advanced experiencia suporte funcional
SAP MM - SV-214;Sap Mm Sv;214;Sim;Morrison Ltd;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;basico;;sap;protocolo consultor sap projeto ira ate julho hibrida dias site dias home office;consultor sap dominio dos processos experiencia migracao dados consultoria projeto rollout levantamento processos propor solucoes preparar especificacao funcional realizar migracao dados testes funcionais gap integracoes migracao dados
Assistente de Reembolso Junior;Assistente De Reembolso;;Não;Werner PLC;CLT Full;Brasil;rio de janeiro;rio de janeiro;;De: Até:;junior;ensino medio completo;nenhum;;JR;administrativa;experiencias reembolso contas medicas;experiencias reembolso contas medicas
Analista Técnico OPME Pleno;Analista Tecnico Opme;;Não;Werner PLC;CLT Full;Brasil;rio de janeiro;rio de janeiro;;De: Até:;pleno;ensino superior completo;nenhum;;PL;administrativa;fazer analise tecnica das orteses proteses materiais relacionados aos procedimentos solicitados garantindo que estejam conformidade com boa pratica assistencial com rol cobertura obrigatoria agencia nacional saude suplementar com acordo coletivo trabalho vigente com protocolos tecnicos definidos pela saude petrobras acompanhar validar opmes solicitados autorizados para procedimento garantindo que estejam aderentes melhores praticas assistenciais normas regulatorias dos orgaos normativos afins protocolos operacionais pre estabelecidos acompanhar processos tecnicos regulacao fluxos sla acordo com normas tecnicas estabelecidas analisar registros sanitarios dos materiais solicitados atraves pesquisa nos sites correspondentes identificando possuem impeditivo para comercializacao atender responder subsidiar tecnicamente demandas judiciais regulatorias referentes regulacao tecnica opme demanda judicial nips garantia atendimento ouvidoria fale conosco dentre outros analisar tecnicamente documentacoes anexadas cada solicitacao garantido adequacao normas operadora interagir com demais areas administrativas para mitigar duvidas auxiliar demandas dar orientacoes especificas area participar reunioes com lideranca imediata para engendrar desenvolvimento melhorias nos processos auditoria regulacao acompanhar demandas time operacional referente aos processos opme desenvolver outras atividades inerentes seu cargo acordo com designado pelo seu superior participar reunioes alinhamento tecnico com stakeholders para sanar duvidas definir nossos processos fluxos melhoria continua interagir com medicos assistentes solicitantes atraves contato telefonico com finalidade discutir ajustar opmes solicitados acordo com protocolos tecnicos operadora boas praticas medicas;graduacao enfermagem experiencia saude suplementar opme
Analista de Governança/Auditoria Jr;Analista De Governancaauditoria;;Não;Porter-Wilson;CLT Full, Cooperado, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;junior;ensino superior completo;basico;basico;JR;projetos;cargo analista governanca junior atribuicoes foco auditoria interna externa estabelecer normas politicas para areas direcionar processos estabelecer junto time objetivos estrategicos para monitorar suportar cumprimento das regras;experiencia atuara com foco auditoria interna externa experiencia previa area governanca experiencia com certificacao iso nao mandatario diferencial experiencia area sera bem vinda formacao area tecnologia residir zona leste abc atuacao presencial aricanduva inicio imediato ingles atuacao big serao considerados plus
Sap Integration Analyst CGEMJP00258108;Sap Integration Analyst Cgemjp;258108;Sim;Morris, Moran and Dodson;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;avancado;basico;;sap;vaga sap integration analyst cgemjp periodo atuacao remota idiomas mandatorio ingles intermediario avancado;descricao vaga responsibilities configure supporting executor sap btp environment activate maintain services required integration activities ensuring optimum performance security design develop maintain integration flows using sap integration suite specifically cloud integration monitor troubleshoot integration scenarios addressing issues minimize downtime implementation phases collaborate cross functional teams gather requirements ensure integration solutions meet business needs document integration architecture maintain detailed records integration processes configurations provide training support team members use sap integration tools best practices required qualifications proven experience sap btp cockpit strong hands experience sap integration suite specifically cloud integration solid understanding integration patterns api management middleware solutions desirable qualifications experience sap event mesh similar event driven architecture tools sap abap knowledge
Sap BTP Developer Analisty CGEMJP00258109;Sap Btp Developer Analisty Cgemjp;258109;Sim;Morris, Moran and Dodson;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;avancado;basico;;sap;vaga sap btp developer analisty cgemjp atuacao remota idiomas mandatorio ingles intermediario avancado;descricao vaga responsibilities configure supporting executor sap btp environment activate maintain services required devs activities develop maintain applications using sap btp cap cloud application programming model design implement effective front end solutions using sap ensuring responsiveness performance utilize various build tools manage automate build process development projects handle deployment activities sap btp including configuring cloud services ensuring compliance security standards conduct code reviews maintain documentation ensure adherence best practices coding security troubleshoot optimize application functionalities interface solutions required qualifications profound knowledge experience sap btp cap strong background supported programming languages expertise developing applications using sap fiori guidelines objects experience modern build tools flows deployment processes sap btp preferred qualifications sap abap knowledge experience additional sap technologies platforms knowledge experience btp build services tools
Consultor de Gestão de Vulnerabilidades Pleno - 390/2024;Consultor De Gestao De Vulnerabilidades;3902024;Não;Morrison Ltd;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao bernardo do campo;;De: Até:;pleno;ensino superior completo;avancado;basico;PL;projetos;sistema informacao seguranca informacao correlatos curso nessus qualys nivel formacao desejado graduacao cursando ingles avancado data inicio previsto;gestao vulnerabilidades anos imprescindivel gestao planilhas vulns imprescindivel nocoes gerais incidente seguranca imprescindivel ferramenta qualys desejavel ferramenta openvas desejavel ferramenta nessus desejavel
Consultor Senior Oracle ERP Cloud - Record to Report RTR - 1176;Consultor Oracle Erp Cloud Record To Report Rtr;1176;Não;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;basico;SR;projetos;vaga consultor senior oracle erp cloud order cash otc modelo trabalho hibrido tempo sera remoto local faria lima sao paulo inicio imediato prazo idioma ingles avancado;conhecimento tecnico consultor senior oracle erp cloud com conhecimentos trilha record report rtr potencial capacidade desenhar construir solucoes para processos end end inves atuacao pontual segmentada conhecimento processos record report para implementacao solucoes erp incluindo mais dos seguintes modulos conhecimento metodologia implementacao solucoes erp premise cloud desejavel conhecimento metodologias agile scrum conhecimento funcional solucoes oracle erp cloud desejavel certificacao
Consultor SAP MM;Consultor Sap Mm;;Sim;Morrison Ltd;PJ/Autônomo, CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;basico;;sap;consultor sap presencial projeto mercedes ingles avancado;dominio dos processos experiencia migracao dados consultoria projeto rollout levantamento processos propor solucoes preparar especificacao funcional realizar migracao dados testes funcionais gap integracoes migracoes dados
Especialista em Governança/Fraude;Especialista Em Governancafraude;;Não;Bowers, Oconnor and Williams;CLT Full, Cooperado, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;especialista;ensino superior completo;basico;basico;;projetos;especialista governanca fraude;conhecimento pesquisa forense experiencia projetos seguranca experiencia investigacao fraude financeira experiencia contrafacao experiencia governanca atuacao hibrida shopping eldorado superior completo adm direito areas correlatas pos graduacao forense sera diferencial inicio imediato
Gerente De Projetos Adviser;Gerente De Projetos Adviser;;Não;Porter-Wilson;CLT Full, Cooperado, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;gerente;ensino superior completo;basico;basico;;projetos;gerente projetos adviser;horario comercial inicio imediato
RPA Pega Robotics - 1827130;Rpa Pega Robotics;1827130;Não;Morris, Moran and Dodson;CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;basico;basico;;projetos;titulo vaga desenvolvedor pega robotics grade senior experiencia profissional periodo desejavel anos modalidade remota preferencialmente spou perfil atividades instalar desenvolver robos automatizados utilizando pega robotics integrar robos desenvolvidos com plataforma pega para garantir uma operacao integrada eficaz monitorar realizar troubleshooting proativo para garantir estabilidade desempenho dos robos ambiente producao requisitos experiencia comprovada desenvolvimento robos pega robotics proficiencia integracao automacoes com plataforma pega habilidades troubleshooting resolucao problemas ambiente producao desenvolvimento pega plataform desejavel certificacoes relevantes pega robotics serao consideradas uma vantagem;experiencia comprovada instalacao desenvolvimento pega robotics desenvolvimento pega plataform desejavel atuacao remota
Desenvolvedor Java Senior - 14217899;Desenvolvedor Java;14217899;Não;Morris, Moran and Dodson;CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;basico;SR;projetos;nivel senior modalidade hibrido sao paulo itaim solidos conhecimentos java acima anos apis unix banco dados sql oracle;hibrido sao paulo idioma ingles avancado para conversacao escrita desejavel experiencia setor servicos financeiros
Especialista MDM - 14145671;Especialista Mdm;14145671;Não;Morris, Moran and Dodson;CLT Full;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino superior completo;avancado;basico;;projetos;nivel senior especialista mdm anos experiencia profissional com experiencia administracao integracao dados utilizando ferramenta mdm informatica nao mdm informatica nao atende desenvolvimento monitoramento dados plataforma mapeamento fluxos realizacao ajustes melhorias continua grade ate atuacao remota eventualmente presencial contratacao brasilia salvador;perfil mdm informatica vaga desejavel ingles avancado
Assist Adm Pleno (Recepção);Assist Adm Recepcao;;Não;Werner PLC;CLT Full;Brasil;rio de janeiro;rio de janeiro;;De: Até:;pleno;ensino medio completo;nenhum;;PL;administrativa;atividades recepcao visitantes agendamento espacos trabalho controle organizacao materiais liberacao acessos execucao tarefas administrativas seguindo esse mesmo modelo;atividades recepcao visitantes agendamento espacos trabalho controle organizacao materiais liberacao acessos execucao tarefas administrativas seguindo esse mesmo modelo
Analista de Suporte Técnico/Infraestrutura Pl - 842;Analista De Suporte Tecnicoinfraestrutura;842;Não;Bell Group;Hunting;Brasil;sao paulo;barueri;;De: Até:;analista;ensino superior completo;avancado;basico;PL;projetos;nivel ingles intermediario avancado necessaria conversacao para interacao com times globais inicio imediato termino previsto meses presencial alphaville alameda grajau horario das;atividades resolver fechar incidentes solicitacoes servico conforme procedimentos help desk prazos alocados escalar incidentes solicitacoes servico nao resolvidos dentro dos prazos acordados registrar detalhes relevantes incidentes solicitacoes servico conforme procedimentos help desk comunicar com lideres gerentes sobre progresso dos incidentes garantir que tickets estejam sempre atualizados ate que problemas sejam resolvidos cumprir politicas globais comunicar com grupos suporte capgemini provedores terceirizados quando necessario realizar instalacao personalizacao configuracao pcs realizar imac instalacao mudanca adicao alteracao conduzir manutencao suporte hardware software solucionar resolver incidentes pcs solicitacoes vip coordenar com provisionamento deposito para reparo troca hardware suportar oficial seguranca site sso questoes seguranca auditorias suportar equipe local servidores quando manutencao servidor necessaria criar manter documentacao quando necessario cobertura eventos especiais requisitos experiencia anos com atendimento hardware software conhecimento ferramenta gestao chamados hpsm remedy service etc conhecimento kpis gestao ativos conhecimento macos plus desejavel conhecimento logistica desejavel conhecimento sap para emissao notas fiscais transporte
Application Developer - AWS Cloud Modernization (Golang) - 841;Application Developer Aws Cloud Modernization Golang;841;Não;Bell Group;Hunting;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;descricao vaga skill primario golang skill secundario aws dotnet;requisitos servicos aws aws dynamo nosql aws ecs eks aws lambda comentarios dev golang conhecer com microservicos aws qualificacoes necessarias experiencia comprovada como desenvolvedor golang preferencialmente pelo menos anos que tenha tido atuacao com concorrencia multi thread solidos conhecimentos estruturas dados algoritmos principios design software experiencia com sistemas controle versao como git experiencia com framework fiber conhecimento desenvolvimento apis rest rpc conhecimento net familiaridade com bancos dados relacionais rds nao relacionais redis dynamodb json sqs sns experiencia com testes automatizados unitarios integracao funcionais experiencia com docker kubernetes conhecimento microservicos arquitetura orientada eventos familiaridade com praticas integracao entrega continuas experiencia ambientes cloud aws lambda eks ecs dynamo
Processo de Repasse Diego Silva CGEMJP00257986;Processo De Repasse Diego Silva Cgemjp;257986;Não;Morris, Moran and Dodson;CLT Full, PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;basico;basico;;projetos;periodo;descricao vaga consultor ecomex
Analista de Sistemas (Oracle EBS) - 1173;Analista De Sistemas Oracle Ebs;1173;Não;Glover, Warren and Norris;PJ/Autônomo;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino superior completo;fluente;basico;;projetos;vaga analista sistemas oracle ebs modelo trabalho remoto inicio imediato prazo idioma ingles fluente;conhecimento tecnico experiencia conhecimento oracle cloud modulos frente otc faturamento fdg desejavel conhecimento vivencia fdc general ledger sla assets tax intercompany
RPA PEGA ROBOTICS Pleno ou Sênior - 839;Rpa Pega Robotics Ou;839;Não;Bell Group;Hunting;Brasil;sao paulo;sao paulo;;De: Até:;pleno;ensino medio completo;fluente;basico;PL;projetos;experiencia comprovada instalacao desenvolvimento pega robotics desejavel desenvolvimento pega plataform;nivel profissional consultor desenvolvedor pleno nivel academico minimo ensino superior graduacao completo
Backend Java Sr. - 838;Backend Java;838;Não;Bell Group;Hunting;Brasil;sao paulo;sao paulo;;De: Até:;senior;ensino medio completo;fluente;basico;SR;projetos;backend java;nivel profissional consultor desenvolvedor senior nivel academico minimo ensino superior graduacao completo
Consultor MDM Sr - 837;Consultor Mdm;837;Não;Bell Group;Hunting;Brasil;sao paulo;sao paulo;;De: Até:;analista;ensino medio completo;basico;basico;SR;projetos;requisitos experiencia ferramenta mdm informatica;nivel profissional consultor desenvolvedor senior nivel academico minimo pos graduacao completo
